[I 2025-12-04 21:01:31,935] Trial 31 finished with value: 85.6235890998146 and parameters: {'n_estimators': 137, 'learning_rate': 0.002067500265620188, 'num_leaves': 47, 'max_depth': 6, 'colsample_bytree': 0.7937948779341366, 'subsample': 0.8784737386414128, 'reg_alpha': 4.718978772390944, 'reg_lambda': 2.9470508405604154, 'min_child_samples': 24}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:31,966] Trial 32 finished with value: 93.17659031702199 and parameters: {'n_estimators': 131, 'learning_rate': 0.03673271727613453, 'num_leaves': 50, 'max_depth': 3, 'colsample_bytree': 0.7780910541723074, 'subsample': 0.8612377185764197, 'reg_alpha': 14.036000527706983, 'reg_lambda': 1.5017303013977832, 'min_child_samples': 24}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,005] Trial 33 finished with value: 86.36910658880005 and parameters: {'n_estimators': 214, 'learning_rate': 0.0032016411020471935, 'num_leaves': 42, 'max_depth': 4, 'colsample_bytree': 0.889965751281252, 'subsample': 0.8349338302710332, 'reg_alpha': 10.572990757715655, 'reg_lambda': 2.193486608335285, 'min_child_samples': 23}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,044] Trial 34 finished with value: 85.86221234603697 and parameters: {'n_estimators': 271, 'learning_rate': 0.001335430986580433, 'num_leaves': 35, 'max_depth': 8, 'colsample_bytree': 0.8662863040739146, 'subsample': 0.7873264256745113, 'reg_alpha': 1.9523112489763277, 'reg_lambda': 3.3636462347912968, 'min_child_samples': 25}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,092] Trial 35 finished with value: 89.37312135020093 and parameters: {'n_estimators': 229, 'learning_rate': 0.005104485220125151, 'num_leaves': 48, 'max_depth': 7, 'colsample_bytree': 0.7966150691574989, 'subsample': 0.8221771504946845, 'reg_alpha': 8.183092154235455, 'reg_lambda': 5.221038757011838, 'min_child_samples': 10}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,133] Trial 36 finished with value: 85.8902172297173 and parameters: {'n_estimators': 132, 'learning_rate': 0.0015833031498997709, 'num_leaves': 56, 'max_depth': 9, 'colsample_bytree': 0.7676540208464978, 'subsample': 0.6500455676976012, 'reg_alpha': 16.376110925355114, 'reg_lambda': 8.866399521054607, 'min_child_samples': 17}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,163] Trial 37 finished with value: 85.73192443136072 and parameters: {'n_estimators': 88, 'learning_rate': 0.002314693322870622, 'num_leaves': 60, 'max_depth': 5, 'colsample_bytree': 0.8322310701669952, 'subsample': 0.7508023450431642, 'reg_alpha': 25.378558696603584, 'reg_lambda': 2.871771741912923, 'min_child_samples': 28}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,216] Trial 38 finished with value: 87.1800830173043 and parameters: {'n_estimators': 357, 'learning_rate': 0.0032097398531695884, 'num_leaves': 31, 'max_depth': 2, 'colsample_bytree': 0.7474811987322335, 'subsample': 0.8716617291988261, 'reg_alpha': 11.446941332309052, 'reg_lambda': 1.4421862069135192, 'min_child_samples': 20}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,252] Trial 39 finished with value: 85.71797012628106 and parameters: {'n_estimators': 187, 'learning_rate': 0.0016815963654485816, 'num_leaves': 44, 'max_depth': 6, 'colsample_bytree': 0.7646953074204377, 'subsample': 0.8513013764978049, 'reg_alpha': 20.66176023612199, 'reg_lambda': 4.029690487950149, 'min_child_samples': 24}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,301] Trial 40 finished with value: 85.898220300201 and parameters: {'n_estimators': 299, 'learning_rate': 0.001150612651582563, 'num_leaves': 52, 'max_depth': 10, 'colsample_bytree': 0.7374763454351385, 'subsample': 0.8123574283612849, 'reg_alpha': 1.0495811103853976, 'reg_lambda': 12.182080310589543, 'min_child_samples': 16}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,336] Trial 41 finished with value: 85.92198271158104 and parameters: {'n_estimators': 147, 'learning_rate': 0.0019687686467409777, 'num_leaves': 43, 'max_depth': 6, 'colsample_bytree': 0.8069692819528773, 'subsample': 0.8960781872724461, 'reg_alpha': 4.488582362318366, 'reg_lambda': 2.803068178276268, 'min_child_samples': 22}. Best is trial 31 with value: 85.6235890998146.
[I 2025-12-04 21:01:32,373] Trial 42 finished with value: 85.98383469198079 and parameters: {'n_estimators': 153, 'learning_rate': 0.002665794188089536, 'num_leaves': 44, 'max_depth': 7, 'colsample_bytree': 0.796160672933117, 'subsample': 0.8816063837339878, 'reg_alpha': 3.459890772875502, 'reg_lambda': 2.3446338537534355, 'min_child_samples': 26}. Best is trial 31 with value: 85.6235890998146.
